trial,unsafe_selected,total_regret
823,716,40.61636181116334
824,726,39.973179865019674
825,733,42.09198105661829
826,752,42.35516283709551
827,700,39.7919062987557
828,749,41.692801089592905
829,714,40.52815009507537
830,703,40.19378044568989
831,716,41.14795283318587
832,730,41.2795053008208
833,721,41.3689242478224
834,737,41.22391351465438
835,727,42.09119494499814
836,727,40.93460869818436
837,742,42.7990359574447
838,763,42.91653178815181
839,731,41.515851932395435
840,731,41.98150096183373
841,741,43.11349273544609
842,710,41.0318873083189
843,720,40.839798605013
844,721,40.58354814333014
845,676,38.3771444982488
846,747,42.9273320316936
847,726,41.85971538312809
848,705,39.93601150485785
849,718,40.5554335414776
850,722,41.26174238621204
851,735,41.47697712315853
852,735,40.85210818185355
853,721,40.82656641910637
854,739,42.21349020096912
855,693,40.27811420407259
856,746,42.01910545866267
857,721,40.95290341729922
858,690,39.905512576268045
859,733,41.502052051520934
860,728,41.16391820438375
861,702,39.39987477776974
862,764,42.51463813634988
863,733,41.92349061604058
864,703,40.60420648304502
865,687,39.081976709150354
866,738,42.68354684695777
867,735,42.84457205465146
868,715,40.526844877680844
869,723,41.84775281134356
870,708,40.99220074784641
871,730,42.13103336970334
872,733,42.325042948297835
873,718,40.42949147629736
874,729,40.777208133508566
875,693,39.243132056548376
876,731,43.30430079513363
877,747,43.019166057953775
878,723,41.66895173875963
879,700,40.162007373100906
880,706,39.71369521367605
881,739,41.50161364847289
882,713,39.84971084446579
883,746,41.89766378098783
884,702,40.10495879691668
885,717,39.86783012511977
886,713,40.30316698445716
887,743,42.71999872338847
888,696,39.796724787605314
889,716,41.282789909202904
890,755,43.329400509219305
891,712,40.14766149227099
892,734,42.46268941122737
893,711,41.20698291503273
894,744,41.30235747913087
895,748,43.03883207443918
896,752,42.83120550366595
897,726,41.52870201776887
898,694,39.56020711245763
899,724,40.33661876443618
900,724,40.584357271363125
901,728,42.68227781927299
902,717,40.29283509555599
903,734,41.910243292413206
904,722,41.26263384888167
905,728,41.5115835342141
906,758,42.69015248434343
907,717,41.271593699598675
908,752,42.854047602661716
909,735,41.91665958293247
910,730,42.01086628343876
911,713,41.00770676712668
912,704,40.55513043209428
913,701,40.58031732976912
914,717,40.57477385073175
915,723,41.64091167835652
916,735,41.913538517379514
917,679,38.78982390673547
918,738,41.86436446437074
919,722,41.64929624948495
920,703,40.00060348912935
921,739,43.12950165198439
922,740,41.445023133775805
923,703,40.25236246595413
924,723,41.59590880081307
925,724,41.41559670372274
926,711,39.52934277395488
927,715,40.490806446530584
928,721,40.528526533906174
929,725,41.04838675514977
930,750,43.02416646817289
931,727,40.82488153476373
932,738,42.159810561402615
933,725,42.12197272173144
934,705,40.5887208292057
935,746,42.04528183843346
936,720,41.11471074610722
937,723,40.984221129216635
938,741,42.26080741698317
939,764,43.08375000392812
940,737,42.185877979753116
941,721,40.98248755173369
942,719,40.648600154116764
