trial,unsafe_recall,unsafe_precision,balanced_accuracy,true_positives,alert_coverage
318,0.6332357247437774,0.24067890929326655,0.642663247379538,865,0.390228013029316
319,0.6412884333821376,0.24373956594323873,0.6473907745697021,876,0.390228013029316
320,0.6361639824304539,0.2417918753478019,0.6443823481759613,869,0.390228013029316
321,0.636896046852123,0.24207011686143573,0.6448121233750671,870,0.390228013029316
322,0.6288433382137628,0.23900946021146355,0.6400845961849029,859,0.390228013029316
323,0.6295754026354319,0.2392877017250974,0.6405143713840087,860,0.390228013029316
324,0.6273792093704246,0.2384529771841959,0.6392250457866911,857,0.390228013029316
325,0.6317715959004392,0.2401224262659989,0.6418036969813261,863,0.390228013029316
326,0.6427525622254758,0.2442960489705064,0.6482503249679139,878,0.390228013029316
327,0.6317715959004392,0.2401224262659989,0.6418036969813261,863,0.390228013029316
328,0.6332357247437774,0.24067890929326655,0.642663247379538,865,0.390228013029316
329,0.6281112737920937,0.2387312186978297,0.6396548209857971,858,0.390228013029316
330,0.6383601756954612,0.2426265998887034,0.6456716737732788,872,0.390228013029316
331,0.6303074670571011,0.2395659432387312,0.6409441465831145,861,0.390228013029316
332,0.636896046852123,0.24207011686143573,0.6448121233750671,870,0.390228013029316
333,0.637628111273792,0.24234835837506957,0.6452418985741729,871,0.390228013029316
334,0.6398243045387995,0.24318308291597107,0.6465312241714904,874,0.390228013029316
335,0.6273792093704246,0.2384529771841959,0.6392250457866911,857,0.390228013029316
336,0.6346998535871157,0.24123539232053423,0.6435227977777496,867,0.390228013029316
337,0.6266471449487555,0.23817473567056205,0.6387952705875852,856,0.390228013029316
338,0.6310395314787701,0.23984418475236505,0.6413739217822203,862,0.390228013029316
339,0.6303074670571011,0.2395659432387312,0.6409441465831145,861,0.390228013029316
340,0.6383601756954612,0.2426265998887034,0.6456716737732788,872,0.390228013029316
341,0.6295754026354319,0.2392877017250974,0.6405143713840087,860,0.390228013029316
342,0.6281112737920937,0.2387312186978297,0.6396548209857971,858,0.390228013029316
343,0.6354319180087847,0.24151363383416805,0.6439525729768554,868,0.390228013029316
344,0.6339677891654466,0.2409571508069004,0.6430930225786438,866,0.390228013029316
345,0.6398243045387995,0.24318308291597107,0.6465312241714904,874,0.390228013029316
346,0.6244509516837482,0.23734001112966055,0.6375059449902678,853,0.390228013029316
347,0.6295754026354319,0.2392877017250974,0.6405143713840087,860,0.390228013029316
348,0.6339677891654466,0.2409571508069004,0.6430930225786438,866,0.390228013029316
349,0.6390922401171303,0.24290484140233723,0.6461014489723846,873,0.390228013029316
350,0.6288433382137628,0.23900946021146355,0.6400845961849029,859,0.390228013029316
351,0.6295754026354319,0.2392877017250974,0.6405143713840087,860,0.390228013029316
352,0.6332357247437774,0.24067890929326655,0.642663247379538,865,0.390228013029316
353,0.6354319180087847,0.24151363383416805,0.6439525729768554,868,0.390228013029316
